compartment	filename	level	annotators	publisher	publication_date	author	title	trump_count	clinton_count	credit	wire
train	huff-post_2016-06-09_rubio-i-still-believe-trump-can-	18	4e07	huff-post	2016-06-09	Weekly Standard	Rubio: I Still Believe Trump Can’t Be Trusted with America’s Nuclear Weapons Codes	3	0	None	None
train	huff-post_2016-06-16_obama-families-of-gun-violence-v	8	4e07	huff-post	2016-06-16	None	Obama: Families Of Gun Violence Victims Don’t Care About Politics, Just Change	1	0	None	reuters
train	huff-post_2016-06-17_trump-s-supporters-may-be-the-re	11	4b22	huff-post	2016-06-17	Kim Bellware	Trump’s Supporters May Be The Real Puppetmasters Of His Hateful Campaign	32	1	None	None
train	huff-post_2016-06-22_hillary-clinton-reassures-house-	1	5fec	huff-post	2016-06-22	Laura Barron-Lopez	Hillary Clinton Reassures House Democrats 2016 Is Not Just About Her	4	17	None	None
train	huff-post_2016-06-23_why-hillary-clinton-s-attacks-on	5	6b86	huff-post	2016-06-23	Daniel Marans	Why Hillary Clinton’s Attacks On Donald Trump’s Economic Policy Could Backfire	15	15	None	None
train	huff-post_2016-06-27_hillary-clinton-slams-donald-tru	1	d473	huff-post	2016-06-27	Christina Wilkie	Hillary Clinton Slams Donald Trump On Abortion After SCOTUS Ruling	10	4	None	None
train	huff-post_2016-07-14_fdic-accused-of-covering-up-chin	8	5fec	huff-post	2016-07-14	None	FDIC Accused Of Covering Up China Hacking To Protect Chairman’s Job	0	1	None	reuters
train	huff-post_2016-07-18_more-offensive-things-donald-tru	15	4b22	huff-post	2016-07-18	Carolina Moreno	9 (More) Offensive Things Donald Trump Has Said About Latinos	29	1	None	None
train	huff-post_2016-07-18_so-long-grand-old-party-hello-wh	1	ef2d	huff-post	2016-07-18	S.V. Date	So Long, Grand Old Party; Hello, White People’s Party	36	3	None	None
train	huff-post_2016-07-25_monday-s-morning-email-putin-s-p	5	d473	huff-post	2016-07-25	Lauren Weber	Monday’s Morning Email: Putin’s Potential Involvement In The DNC Email Hack	0	1	None	None
train	huff-post_2016-07-26_obama-administration-to-expand-p	12	4b22|4e07|5fec|6b86|d473|ef2d	huff-post	2016-07-26	Elise Foley	Obama Administration To Expand Program To Allow Central Americans To Enter U.S. As Refugees	1	0	None	None
train	huff-post_2016-07-27_guns-are-the-ultimate-public-hea	18	4e07	huff-post	2016-07-27	Nick Baumann	Guns Are ‘The Ultimate Public Health Crisis,’ Howard Dean Tells Democratic Convention	0	3	None	None
train	huff-post_2016-07-28_charleston-church-shooting-survi	12	d473	huff-post	2016-07-28	Julia Craven	Charleston Church Shooting Survivors Explain Why Clinton Offers Needed Change	0	3	None	None
train	huff-post_2016-07-31_clinton-says-russians-hacked-dnc	8	d473	huff-post	2016-07-31	None	Clinton Says Russians Hacked DNC, Calls Trump’s Putin Remarks ‘Troubling’	8	6	None	reuters
train	huff-post_2016-08-01_hillary-clinton-campaign-wants-a	1	4e07	huff-post	2016-08-01	Amanda Terkel	Hillary Clinton Campaign Wants A Progressive DNC Chair	0	7	None	None
train	huff-post_2016-08-03_francois-hollande-says-donald-tr	18	5fec	huff-post	2016-08-03	Jesselyn Cook	Francois Hollande Says Donald Trump ‘Makes You Want To Retch’	25	1	None	None
train	huff-post_2016-08-05_bloodline-star-norbert-leo-butz-	15	6b86	huff-post	2016-08-05	Curtis M. Wong	‘Bloodline’ Star Norbert Leo Butz Is Ready To Go ‘Girl’ Crazy	0	1	None	None
train	huff-post_2016-08-05_donald-trump-finally-endorses-ho	22	4b22	huff-post	2016-08-05	Christina Wilkie	Donald Trump Finally Endorses House Speaker Paul Ryan	17	1	None	None
train	huff-post_2016-08-10_another-gop-figure-endorses-hill	1	ef2d	huff-post	2016-08-10	Willa Frej	Another GOP Figure Endorses Hillary Clinton	6	5	None	None
train	huff-post_2016-08-11_donald-trump-is-now-calling-obam	12	4e07	huff-post	2016-08-11	Michael McLaughlin	Donald Trump Is Now Calling Obama The ‘Most Valuable Player’ For ISIS	16	2	None	None
train	huff-post_2016-08-12_isis-truther-donald-trump-is-lik	18	ef2d	huff-post	2016-08-12	Ron Dicker	‘ISIS Truther’ Donald Trump Is Like A Lawyer’s Dumbest Client Ever, Trevor Noah Says	8	0	None	None
train	huff-post_2016-08-12_why-progressives-are-celebrating	1	4b22	huff-post	2016-08-12	Daniel Marans	Why Progressives Are Celebrating Hillary Clinton’s Populist Economic Speech	6	21	None	None
train	huff-post_2016-08-15_this-democrat-isn-t-challenging-	5	5fec	huff-post	2016-08-15	Zach Carter	This Democrat Isn’t Challenging Her Opponent To A Debate. She’s Challenging A Donor To His Super PAC.	0	1	None	None
train	huff-post_2016-08-17_the-unhappy-campaign-of-paul-man	15	5fec	huff-post	2016-08-17	Howard Fineman	The Unhappy Campaign Of Paul Manafort	24	1	None	None
train	huff-post_2016-08-23_donald-trump-jacked-up-his-campa	8	6b86	huff-post	2016-08-23	S.V. Date	Donald Trump Jacked Up His Campaign’s Trump Tower Rent Once Somebody Else Was Paying It	39	1	None	None
train	huff-post_2016-08-28_hillary-clinton-receives-first-n	8	4e07	huff-post	2016-08-28	None	Hillary Clinton Receives First National Security Briefing	1	4	None	reuters
train	huff-post_2016-08-29_anthony-weiner-reportedly-caught	18	6b86	huff-post	2016-08-29	Jade Walker	Anthony Weiner Reportedly Caught In Yet Another Sext Scandal	0	1	None	None
train	huff-post_2016-08-29_erdogan-is-in-syria-with-a-green	15	4e07	huff-post	2016-08-29	Raghida Dergham	Erdogan Is In Syria With A Green Light From The U.S. And Iran	1	2	None	None
train	huff-post_2016-08-31_france-s-marine-le-pen-backs-tru	12	ef2d	huff-post	2016-08-31	Joseph V. Micallef	France’s Marine Le Pen Backs Trump And Denounces Clinton	5	6	None	reuters
train	huff-post_2016-09-06_barack-obama-just-nominated-a-mu	5	ef2d	huff-post	2016-09-06	Jennifer Bendery	Barack Obama Just Nominated A Muslim To Be A Federal Judge. That’s A First.	2	1	None	None
train	nyt_2015-11-09_jobs-report-gives-democrats-a-li	7	ef2d	nyt	2015-11-09	JACKIE CALMES	Jobs report gives Democrats a lift; Solid upturn, with a rise in hourly earnings, could blunt Republican claims	2	3	None	None
train	nyt_2015-11-10_netanyahu-and-obama-a-tortured-r	0	4b22	nyt	2015-11-10	PETER BAKER and JODI RUDOREN	Netanyahu and Obama: A tortured relationship; Divided by ideology, their history is one of mistrust and perceived slights	0	1	None	None
train	nyt_2015-11-13_clinton-stays-well-ahead-of-sand	11	6b86	nyt	2015-11-13	PATRICK HEALY and GIOVANNI RUSSONELLO	Clinton stays well ahead of Sanders in latest poll	0	6	None	None
train	nyt_2015-11-16_social-sites-overflow-when-crisi	4	5fec	nyt	2015-11-16	VINDU GOEL and SYDNEY EMBER	Social sites overflow when crisis strikes Paris; Facebook activates tool allowing users to tell readers that they're safe	1	1	None	None
train	nyt_2015-11-17_terrorism-moves-to-fore-of-u-s-c	4	d473	nyt	2015-11-17	JONATHAN MARTIN	Terrorism moves to fore of U.S. campaign; Candidates scramble to address voters' worries about security threats	4	3	None	None
train	nyt_2015-11-18_paris-attacks-test-clinton-s-str	14	ef2d	nyt	2015-11-18	AMY CHOZICK	Paris attacks test Clinton's strategy; New focus on terrorism lays bare divisions with Obama on foreign policy	0	23	None	None
train	nyt_2015-11-24_momentum-builds-to-tax-consumpti	11	4e07	nyt	2015-11-24	JOHN HARWOOD	Momentum builds to tax consumption more and income less in U.S.; The Upshot	2	1	None	None
train	nyt_2015-11-24_world-war-ii-haunts-our-terror-d	14	d473	nyt	2015-11-24	BY ANAND GIRIDHARADAS	World War II haunts our terror debate; Letter From America	1	0	None	None
train	nyt_2015-11-25_golf-courses-forced-to-reach-int	18	4b22	nyt	2015-11-25	By NICK MADIGAN	Golf Courses Forced to Reach Into Bag of Tricks	6	0	None	None
train	nyt_2015-11-26_with-fewer-golfers-in-u-s-course	7	d473	nyt	2015-11-26	NICK MADIGAN	With fewer golfers in U.S., courses are undergoing changes	4	0	None	None
train	nyt_2015-12-01_puerto-rican-bank-left-debt-inst	0	ef2d	nyt	2015-12-01	MARY WILLIAMS WALSH and MICHAEL CORKERY	Puerto Rican bank left debt instead of development; As bond payments loom, focus turns to troubled government finance unit	5	0	None	None
train	nyt_2015-12-03_columbia-defends-exxon-articles	18	5fec	nyt	2015-12-03	RAVI SOMAIYA	Columbia defends Exxon articles	0	1	None	None
train	nyt_2015-12-09_terrorists-mock-bids-to-block-th	14	d473	nyt	2015-12-09	NICOLE PERLROTH and MIKE ISAAC	Terrorists mock bids to block them online	0	1	None	None
train	nyt_2015-12-10_immigrants-can-find-way-in-ameri	18	4e07	nyt	2015-12-10	EDUARDO PORTER	Immigrants can find way in America; Economic Scene	3	0	None	None
train	nyt_2015-12-14_visa-screening-missed-attacker-s	11	d473	nyt	2015-12-14	MATT APUZZO, MICHAEL S. SCHMIDT and JULIA PRESTON	Visa screening missed attacker's zealotry	1	0	None	None
train	nyt_2015-12-15_white-house-schmoozing-season-ho	18	d473	nyt	2015-12-15	JULIE HIRSCHFELD DAVIS	White House schmoozing season; Holiday party photo lines bring awkward moments and unsolicited advice	0	1	None	None
train	nyt_2015-12-18_rubio-and-cruz-diverge-on-approa	4	4b22	nyt	2015-12-18	LIZETTE ALVAREZ and MANNY FERNANDEZ	Rubio and Cruz diverge on approach to Hispanic identity	4	0	None	None
train	nyt_2015-12-19_putin-chides-turkey-and-praises-	14	4e07	nyt	2015-12-19	ANDREW E. KRAMER	Putin chides Turkey and praises Trump at news conference	3	0	None	None
train	nyt_2015-12-22_trump-says-praise-from-putin-hel	0	d473	nyt	2015-12-22	TRIP GABRIEL	Trump says praise from Putin helps the U.S.; After Democratic debate, presidential candidate for rival party holds spotlight	15	2	None	None
train	nyt_2015-12-29_u-s-commandos-take-on-larger-rol	11	ef2d	nyt	2015-12-29	MARK MAZZETTI and ERIC SCHMITT	U.S. commandos take on larger role; When ordinary 'boots' are ruled out, Special Operations fill the gap	0	1	None	None
train	nyt_2015-12-30_roasts-and-toasts-for-dealbook	4	4b22	nyt	2015-12-30	BY ANDREW ROSS SORKIN	Roasts and toasts for 2015; DealBook	2	2	None	None
train	nyt_2015-12-31_trump-turns-attacks-on-another-c	7	5fec	nyt	2015-12-31	AMY CHOZICK	Trump turns attacks on another Clinton; Onetime friend Bill now fair game as treatment of women enters campaign	32	42	None	None
train	nyt_2016-01-04_for-trump-lessons-from-a-brother	7	6b86	nyt	2016-01-04	JASON HOROWITZ	For Trump, lessons from a brother's pain; Free-spirited sibling died at 43, an alcoholic failure of the family business	17	0	None	None
train	nyt_2016-01-07_personal-touch-helps-boutique-ba	0	6b86	nyt	2016-01-07	DAVID GELLES	Personal touch helps boutique banks run with the big dogs; Window on Wall Street	0	2	None	None
train	nyt_2016-01-12_evangelical-iowans-flock-to-cruz	18	6b86	nyt	2016-01-12	TRIP GABRIEL	Evangelical Iowans flock to Cruz; Diligent effort to court faith-driven voters puts candidate at top of polls	3	0	None	None
train	nyt_2016-01-14_america-the-shiny-or-gloomy-obam	14	5fec	nyt	2016-01-14	PETER BAKER	America the shiny, or gloomy; Obama pushes positive while Republicans see dark side of the country	1	2	None	None
train	nyt_2016-01-18_a-one-person-job-now-divided-amo	18	5fec	nyt	2016-01-18	By MICHAEL CIEPLY	A One-Person Job, Now Divided Among Many More	0	1	None	None
train	nyt_2016-01-19_bush-s-presidential-campaign-per	0	4e07	nyt	2016-01-19	ASHLEY PARKER	Bush's presidential campaign perhaps a last gasp for WASPs	5	0	None	None
train	nyt_2016-01-20_falling-deficit-to-reverse-cours	11	6b86	nyt	2016-01-20	By JACKIE CALMES	Falling Deficit to Reverse Course in '16 as U.S. Ages	1	1	None	None
train	nyt_2016-01-20_in-prisoner-swap-compassion-vs-c	11	d473	nyt	2016-01-20	PETER BAKER	In prisoner swap, compassion vs. costs; Despite criticism, Obama deems certain releases a reasonable trade-off	1	0	None	None
train	nyt_2016-01-29_it-s-still-bill-but-old-magic-se	1	4b22|4e07|5fec|6b86|d473|ef2d	nyt	2016-01-29	PATRICK HEALY	It's still Bill, but old magic seems missing; During wife's campaign, even some admirers sense a faded magnetism	2	37	None	None
train	nyt_2016-01-30_traditionally-democrat-unions-ar	7	4b22	nyt	2016-01-30	NOAM SCHEIBER	Traditionally Democrat, unions are noticing Trump	32	4	None	None
train	nyt_2016-02-01_iowa-caucus-is-first-look-into-m	7	4e07	nyt	2016-02-01	PATRICK HEALY	Iowa caucus is first look into mood of U.S. voters; Balloting will help gauge depth of country's zeal to upend politics as usual	8	15	None	None
train	nyt_2016-02-01_with-wall-st-center-stage-novel-	14	4b22	nyt	2016-02-01	By ALESSANDRA STANLEY	With Wall St. Center Stage, Novel About Female Trader	1	1	None	None
train	nyt_2016-02-03_tax-overhaul-remains-a-distant-g	4	d473	nyt	2016-02-03	JOHN HARWOOD	Tax overhaul remains a distant goal	0	2	None	None
train	nyt_2016-02-04_polls-miss-trump-s-fall-in-iowa-	4	6b86	nyt	2016-02-04	NATE COHN	Polls miss Trump's fall in Iowa vote; Obituary	11	0	None	None
train	nyt_2016-02-08_twitter-takes-bigger-steps-to-th	14	5fec	nyt	2016-02-08	MIKE ISAAC	Twitter takes bigger steps to thwart use for terrorism	0	1	None	None
train	nyt_2016-02-09_it-s-fine-to-feel-the-bern-but-n	7	4e07	nyt	2016-02-09	DANIEL VICTOR	It's fine to 'feel the Bern,' but not on Tinder	0	1	None	None
train	nyt_2016-02-09_rubio-is-tested-as-republican-ri	4	4e07	nyt	2016-02-09	JEREMY W. PETERS and JONATHAN MARTIN	Rubio is tested as Republican rivals sense vulnerabilities	0	1	None	None
train	nyt_2016-02-17_jeb-bush-helped-by-george-goes-a	7	5fec	nyt	2016-02-17	ASHLEY PARKER and MAGGIE HABERMAN	Jeb Bush, helped by George, goes after Trump	12	0	None	None
train	nyt_2016-02-18_trump-fires-up-g-o-p-base-by-pri	18	6b86	nyt	2016-02-18	TRIP GABRIEL	Trump fires up G.O.P. base, by pricking party's orthodoxy	29	0	None	None
train	nyt_2016-02-20_for-pope-it-s-bigger-than-trump-	1	4e07	nyt	2016-02-20	JIM YARDLEY	For pope, it's bigger than Trump; Politics and an agenda to serve the poor are inseparable for Francis	15	0	None	None
train	nyt_2016-02-22_the-party-of-bush-yields-warily-	11	4b22	nyt	2016-02-22	MICHAEL BARBARO and ASHLEY PARKER	The party of Bush yields, warily, to a new face; The party of Bush	32	1	None	None
train	nyt_2016-02-25_rubio-has-the-praise-just-not-th	4	ef2d	nyt	2016-02-25	MICHAEL BARBARO and JEREMY W. PETERS	Rubio has the praise, just not the votes	12	0	None	None
train	nyt_2016-03-03_a-carbon-tax-that-really-works-e	14	6b86	nyt	2016-03-03	EDUARDO PORTER	A carbon tax that really works; Economic Scene	1	0	None	None
train	nyt_2016-03-04_beneath-clinton-s-wins-signs-of-	18	4e07	nyt	2016-03-04	NICHOLAS CONFESSORE	Beneath Clinton's wins, signs of trouble; Drop in primary turnout hints that she has yet to rally core voter groups	2	13	None	None
train	nyt_2016-03-04_republicans-have-stake-in-a-deal	1	6b86	nyt	2016-03-04	By JAMES B. STEWART	Republicans Have Stake in a Deal on a Justice	5	8	None	None
train	nyt_2016-03-05_polls-suggest-possibility-of-dea	11	ef2d	nyt	2016-03-05	JAMES B. STEWART	Polls suggest possibility of deal on court; Common Sense	5	8	None	None
train	nyt_2016-03-09_clinton-tries-to-reframe-revolut	21	4b22	nyt	2016-03-09	JOHN HARWOOD	Clinton tries to reframe 'revolution'; Letter from America	4	15	None	None
train	nyt_2016-03-12_protesting-at-trump-rallies-a-ri	1	4b22	nyt	2016-03-12	ASHLEY PARKER	Protesting at Trump rallies a risky act; Fury among supporters and detractors descends into hostility and violence	30	0	None	None
train	nyt_2016-03-12_republicans-lower-volume-in-deba	11	5fec	nyt	2016-03-12	JONATHAN MARTIN and PATRICK HEALY	Republicans lower volume in debate; With key states ahead, candidates make effort to appear more dignified	26	0	None	None
train	nyt_2016-03-15_sanders-advances-agenda-via-side	4	4b22	nyt	2016-03-15	JENNIFER STEINHAUER	Sanders advances agenda via side doors; In Congress, senator proves adept at tying provisions to large bills	0	1	None	None
train	nyt_2016-03-16_on-trade-angry-voters-have-point	14	6b86	nyt	2016-03-16	By EDUARDO PORTER. Email: eporter@nytimes.com,Twitter: @portereduardo	On Trade, Angry Voters Have Point: It Hasn't Been Much Good for Them	2	0	None	None
train	nyt_2016-03-16_via-legislative-side-doors-sande	7	6b86	nyt	2016-03-16	JENNIFER STEINHAUER	Via legislative side doors, Sanders made some gains; Senator presses agenda through appending small provisions to larger bills	0	2	None	None
train	nyt_2016-03-17_reputations-at-risk-over-bets-on	14	d473	nyt	2016-03-17	ALEXANDRA STEVENSON	Reputations at risk over bets on Valeant; Window on Wall Street	0	1	None	None
train	nyt_2016-03-21_factory-workers-feel-sting-of-gl	18	d473	nyt	2016-03-21	NELSON D. SCHWARTZ	Factory workers feel sting of global trade	13	1	None	None
train	nyt_2016-03-22_trump-s-success-finally-unites-t	4	5fec	nyt	2016-03-22	NICHOLAS CONFESSORE and RACHEL SHOREY	Trump's success finally unites top Republican donors - against him	15	0	None	None
train	nyt_2016-03-23_attacks-renew-bitter-debate-on-m	7	4b22	nyt	2016-03-23	STEVEN ERLANGER	Attacks renew bitter debate on migrants; News Analysis	1	0	None	None
train	nyt_2016-03-23_why-sanders-lags-on-black-vote-h	1	ef2d	nyt	2016-03-23	NOAM SCHEIBER	Why Sanders lags on black vote; His message misses out with African-Americans who see incomes rising	0	11	None	None
train	nyt_2016-04-01_paid-notice-deaths-siegel-jerome	11	4e07	nyt	2016-04-01		Paid Notice: Deaths SIEGEL, JEROME ARTHUR	0	1	None	None
train	nyt_2016-04-08_tensions-flare-after-sanders-cal	4	ef2d	nyt	2016-04-08	ALAN RAPPEPORT	Tensions flare after Sanders calls Clinton unqualified; Senator sharpens attacks as a more daunting test looms after recent wins	1	13	None	None
train	nyt_2016-04-12_ryan-wages-campaign-to-counter-t	1	d473	nyt	2016-04-12	JENNIFER STEINHAUER	Ryan wages campaign to counter Trump and Cruz; House speaker laying out an alternative agenda in case G.O.P. unity shatters	16	0	None	None
train	nyt_2016-04-18_for-news-outlets-feeling-the-squ	11	4e07	nyt	2016-04-18	By JIM RUTENBERG	For News Outlets Feeling the Squeeze, It's Bend or Bust	1	0	None	None
train	nyt_2016-04-20_campaigns-are-long-costly-and-ch	1	5fec	nyt	2016-04-20	NEIL IRWIN	Campaigns are long, costly and chaotic. Maybe that's good.; The Upshot	1	2	None	None
train	nyt_2016-04-21_crucial-wins-for-clinton-and-tru	14	ef2d	nyt	2016-04-21	PATRICK HEALY and MAGGIE HABERMAN	Crucial wins for Clinton and Trump in New York; Mogul reclaims control of Republican race, while Sanders's streak is halted	14	16	None	None
train	nyt_2016-04-21_espn-fires-schilling-over-an-off	18	6b86	nyt	2016-04-21	By RICHARD SANDOMIR	ESPN Fires Schilling Over an Offensive Post	0	1	None	None
train	nyt_2016-04-23_campaign-for-trump-says-he-ll-re	14	4e07	nyt	2016-04-23	JONATHAN MARTIN and JEREMY PETERS	Campaign for Trump says he'll recast image; Incendiary style amounts to an act, top aide implies to Republican leaders	21	5	None	None
train	nyt_2016-04-23_even-signed-climate-deal-won-t-e	4	d473	nyt	2016-04-23	JUSTIN GILLIS and CORAL DAVENPORT	Even signed, climate deal won't erase uncertainties; Unless countries develop more ambitious plans, effects could be profound	1	1	None	None
